species,date,hour,location,habitat,FU.category,year,quadrat.no.independency,nb.of.floral.units.in.buds,nb.of.opened.floral.units,nb.of.fruited.floral.units,nb.of.buds.per.opened.floral.unit,nb.of.opened.flowers.per.opened.floral.unit,nb.of.fruited.flowers.per.opened.floral.unit,nb.of.cross.points,vegetative.area,nb.of.opened.flowers.per.fu,nb.of.total.flowers.per.fu,nb.of.opened.flowers,nb.of.total.flowers,nb.of.opened.flowers.per.m2,nb.of.total.flowers.per.m2
Stachys sylvatica,27/06/2011,10:00,ashton court,woodland carpark,single flower,2011,1,6,35,16,0,1,0,8,0.055555556,1,1,35,57,630,1026
Stachys sylvatica,27/06/2011,10:00,ashton court,woodland carpark,single flower,2011,2,12,20,15,0,1,0,4,0.027777778,1,1,20,47,720,1692
Stachys sylvatica,27/06/2011,10:00,ashton court,woodland carpark,single flower,2011,3,22,46,20,0,1,0,12,0.083333333,1,1,46,88,552,1056
Stachys sylvatica,27/06/2011,10:00,ashton court,woodland carpark,single flower,2011,4,8,25,14,0,1,0,5,0.034722222,1,1,25,47,720,1353.6
Stachys sylvatica,27/06/2011,10:00,ashton court,woodland carpark,single flower,2011,5,10,26,20,0,1,0,4,0.027777778,1,1,26,56,936,2016
Stachys sylvatica,14/06/2011,10:30,brandon hill,woodland nature reserve,single flower,2011,1,65,28,42,0,1,0,10,0.069444444,1,1,28,135,403.2,1944
Stachys sylvatica,14/06/2011,10:30,brandon hill,woodland nature reserve,single flower,2011,2,120,170,120,0,1,0,25,0.173611111,1,1,170,410,979.2,2361.6
Stachys sylvatica,14/06/2011,10:30,brandon hill,woodland nature reserve,single flower,2011,3,60,95,55,0,1,0,12,0.083333333,1,1,95,210,1140,2520
Stachys sylvatica,14/06/2011,10:30,brandon hill,woodland nature reserve,single flower,2011,4,65,82,43,0,1,0,10,0.069444444,1,1,82,190,1180.8,2736
Stachys sylvatica,14/06/2011,10:30,brandon hill,woodland nature reserve,single flower,2011,5,250,270,180,0,1,0,34,0.236111111,1,1,270,700,1143.529412,2964.705882
Stellaria graminea,10/07/2012,13:30,westay nature reserve,wetland-grassland,single flower,2012,1,158,119,11,0,1,0,17,0.118055556,1,1,119,288,1008,2439.529412
Stellaria graminea,10/07/2012,13:30,westay nature reserve,wetland-grassland,single flower,2012,2,53,31,6,0,1,0,6,0.041666667,1,1,31,90,744,2160
Stellaria graminea,10/07/2012,13:30,westay nature reserve,wetland-grassland,single flower,2012,3,49,94,16,0,1,0,8,0.055555556,1,1,94,159,1692,2862
Stellaria graminea,10/07/2012,13:30,westay nature reserve,wetland-grassland,single flower,2012,4,34,29,6,0,1,0,2,0.013888889,1,1,29,69,2088,4968
Stellaria graminea,10/07/2012,13:30,westay nature reserve,wetland-grassland,single flower,2012,5,85,47,21,0,1,0,6,0.041666667,1,1,47,153,1128,3672
Stellaria holostea,01/06/2012,10:30,river frome,woodland,single flower,2012,1,0,1,31,0,1,0,22,0.152777778,1,1,1,32,6.545454545,209.4545455
Stellaria holostea,01/06/2012,10:30,river frome,woodland,single flower,2012,2,0,0,64,0,1,0,21,0.145833333,1,1,0,64,0,438.8571429
Stellaria holostea,01/06/2012,10:30,river frome,woodland,single flower,2012,3,0,0,73,0,1,0,31,0.215277778,1,1,0,73,0,339.0967742
Stellaria holostea,01/06/2012,10:30,river frome,woodland,single flower,2012,4,0,0,19,0,1,0,34,0.236111111,1,1,0,19,0,80.47058824
Stellaria holostea,01/06/2012,10:30,river frome,woodland,single flower,2012,5,0,0,16,0,1,0,31,0.215277778,1,1,0,16,0,74.32258065
Stellaria media,27/07/2011,12:00,brandon hill,grassland park,single flower,2011,1,7,5,502,0,1,0,18,0.125,1,1,5,514,40,4112
Stellaria media,27/07/2011,12:00,brandon hill,grassland park,single flower,2011,2,58,22,572,0,1,0,20,0.138888889,1,1,22,652,158.4,4694.4
Stellaria media,27/07/2011,12:00,brandon hill,grassland park,single flower,2011,3,6,24,555,0,1,0,17,0.118055556,1,1,24,585,203.2941176,4955.294118
Stellaria media,27/07/2011,12:00,brandon hill,grassland park,single flower,2011,4,17,12,541,0,1,0,14,0.097222222,1,1,12,570,123.4285714,5862.857143
Stellaria media,27/07/2011,12:00,brandon hill,grassland park,single flower,2011,5,31,56,205,0,1,0,14,0.097222222,1,1,56,292,576,3003.428571
Succisa pratensis,12/09/2011,16:30,brandon hill,grassland nature reserve,single capitulum,2011,1,49,13,5,43,33,0,16,0.111111111,33,76,429,5092,3861,45828
Succisa pratensis,12/09/2011,16:30,brandon hill,grassland nature reserve,single capitulum,2011,2,16,11,6,38,27,0,11,0.076388889,27,65,297,2145,3888,28080
Succisa pratensis,12/09/2011,16:30,brandon hill,grassland nature reserve,single capitulum,2011,3,30,6,2,10,74,0,13,0.090277778,74,84,444,3192,4918.153846,35357.53846
Succisa pratensis,12/09/2011,16:30,brandon hill,grassland nature reserve,single capitulum,2011,4,31,7,0,7,63,0,14,0.097222222,63,70,441,2660,4536,27360
Succisa pratensis,12/09/2011,16:30,brandon hill,grassland nature reserve,single capitulum,2011,5,26,11,7,37,40,0,12,0.083333333,40,77,440,3388,5280,40656
Succisa pratensis,08/09/2011,12:00,leigh woods,garden,single capitulum,2011,1,5,6,3,28,20,0,3,0.020833333,20,48,120,672,5760,32256
Succisa pratensis,08/09/2011,12:00,leigh woods,garden,single capitulum,2011,2,3,14,7,4,80,0,7,0.048611111,80,84,1120,2016,23040,41472
Succisa pratensis,08/09/2011,12:00,leigh woods,garden,single capitulum,2011,3,10,18,12,0,62,0,10,0.069444444,62,62,1116,2480,16070.4,35712
Succisa pratensis,08/09/2011,12:00,leigh woods,garden,single capitulum,2011,4,5,13,14,26,18,20,8,0.055555556,18,64,234,2048,4212,36864
Succisa pratensis,08/09/2011,12:00,leigh woods,garden,single capitulum,2011,5,2,14,7,44,34,0,12,0.083333333,34,78,476,1794,5712,21528
Symphytum officinale,15/08/2011,12:00,river frome,wetland,single flower,2011,1,148,24,52,0,1,0,20,0.138888889,1,1,24,224,172.8,1612.8
Symphytum officinale,15/08/2011,12:00,river frome,wetland,single flower,2011,2,62,8,51,0,1,0,19,0.131944444,1,1,8,121,60.63157895,917.0526316
Symphytum officinale,15/08/2011,12:00,river frome,wetland,single flower,2011,3,41,3,78,0,1,0,23,0.159722222,1,1,3,122,18.7826087,763.826087
Symphytum officinale,15/08/2011,12:00,river frome,wetland,single flower,2011,4,34,6,10,0,1,0,24,0.166666667,1,1,6,50,36,300
Symphytum officinale,15/08/2011,12:00,river frome,wetland,single flower,2011,5,5,19,57,0,1,0,13,0.090277778,1,1,19,81,210.4615385,897.2307692
Taraxacum agg.,28/06/2011,14:00,ashton court,woodland carpark,single capitulum,2011,1,0,2,0,20,420,0,5,0.034722222,420,440,840,880,24192,25344
Taraxacum agg.,28/06/2011,14:00,ashton court,woodland carpark,single capitulum,2011,2,0,1,0,0,580,30,6,0.041666667,580,610,580,610,13920,14640
Taraxacum agg.,28/06/2011,14:00,ashton court,woodland carpark,single capitulum,2011,3,0,2,1,8,144,40,12,0.083333333,144,192,288,576,3456,6912
Taraxacum agg.,28/06/2011,14:00,ashton court,woodland carpark,single capitulum,2011,4,1,2,4,22,150,50,5,0.034722222,150,222,300,1554,8640,44755.2
Taraxacum agg.,28/06/2011,14:00,ashton court,woodland carpark,single capitulum,2011,5,0,1,3,50,120,0,2,0.013888889,120,170,120,680,8640,48960
Taraxacum agg.,05/07/2011,09:00,brandon hill,grassland park,single capitulum,2011,1,0,1,0,0,182,0,8,0.055555556,182,182,182,182,3276,3276
Taraxacum agg.,05/07/2011,09:00,brandon hill,grassland park,single capitulum,2011,2,1,2,3,24,98,0,3,0.020833333,98,122,196,732,9408,35136
Taraxacum agg.,05/07/2011,09:00,brandon hill,grassland park,single capitulum,2011,3,0,2,0,0,126,0,1,0.006944444,126,126,252,252,36288,36288
Taraxacum agg.,05/07/2011,09:00,brandon hill,grassland park,single capitulum,2011,4,0,1,2,0,120,0,5,0.034722222,120,120,120,360,3456,10368
Taraxacum agg.,05/07/2011,09:00,brandon hill,grassland park,single capitulum,2011,5,0,1,0,20,124,0,3,0.020833333,124,144,124,144,5952,6912
Teucrium scorodonia,04/08/2011,12:00,dolebury warren,dwarf shrub heath,single flower,2011,1,16,59,187,0,1,0,5,0.034722222,1,1,59,262,1699.2,7545.6
Teucrium scorodonia,04/08/2011,12:00,dolebury warren,dwarf shrub heath,single flower,2011,2,29,75,296,0,1,0,14,0.097222222,1,1,75,400,771.4285714,4114.285714
Teucrium scorodonia,04/08/2011,12:00,dolebury warren,dwarf shrub heath,single flower,2011,3,42,62,357,0,1,0,19,0.131944444,1,1,62,461,469.8947368,3493.894737
Teucrium scorodonia,04/08/2011,12:00,dolebury warren,dwarf shrub heath,single flower,2011,4,76,65,390,0,1,0,26,0.180555556,1,1,65,531,360,2940.923077
Teucrium scorodonia,04/08/2011,12:00,dolebury warren,dwarf shrub heath,single flower,2011,5,10,45,270,0,1,0,12,0.083333333,1,1,45,325,540,3900
Teucrium scorodonia,14/07/2011,10:30,troopers hill,dwarf shrub heath,single flower,2011,1,105,70,800,0,1,0,26,0.180555556,1,1,70,975,387.6923077,5400
Teucrium scorodonia,14/07/2011,10:30,troopers hill,dwarf shrub heath,single flower,2011,2,120,80,170,0,1,0,33,0.229166667,1,1,80,370,349.0909091,1614.545455
Teucrium scorodonia,14/07/2011,10:30,troopers hill,dwarf shrub heath,single flower,2011,3,20,66,313,0,1,0,34,0.236111111,1,1,66,399,279.5294118,1689.882353
Teucrium scorodonia,14/07/2011,10:30,troopers hill,dwarf shrub heath,single flower,2011,4,27,63,156,0,1,0,7,0.048611111,1,1,63,246,1296,5060.571429
Teucrium scorodonia,14/07/2011,10:30,troopers hill,dwarf shrub heath,single flower,2011,5,25,183,170,0,1,0,14,0.097222222,1,1,183,378,1882.285714,3888
Thymus polytrichus,18/06/2012,12:10,sand point,coastline-grassland,single flower,2012,1,950,52,3,0,1,0,7,0.048611111,1,1,52,1005,1069.714286,20674.28571
Thymus polytrichus,18/06/2012,12:10,sand point,coastline-grassland,single flower,2012,2,330,22,2,0,1,0,4,0.027777778,1,1,22,354,792,12744
Thymus polytrichus,18/06/2012,12:10,sand point,coastline-grassland,single flower,2012,3,1064,11,1,0,1,0,2,0.013888889,1,1,11,1076,792,77472
Thymus polytrichus,18/06/2012,12:10,sand point,coastline-grassland,single flower,2012,4,264,0,0,0,1,0,1,0.006944444,1,1,0,264,0,38016
Thymus polytrichus,18/06/2012,12:10,sand point,coastline-grassland,single flower,2012,5,994,31,1,0,1,0,3,0.020833333,1,1,31,1026,1488,49248
Trifolium dubium,14/06/2012,12:15,royate fort garden,grassland,single globular raceme,2012,1,120,48,96,0,17,0,10,0.069444444,17,17,816,4488,11750.4,64627.2
Trifolium dubium,14/06/2012,13:15,royate fort garden,grassland,single globular raceme,2012,2,128,96,160,0,17,0,12,0.083333333,17,17,1632,6528,19584,78336
Trifolium dubium,14/06/2012,14:15,royate fort garden,grassland,single globular raceme,2012,3,132,99,132,0,0,14,8,0.055555556,0,14,0,5082,0,91476
Trifolium dubium,14/06/2012,15:15,royate fort garden,grassland,single globular raceme,2012,4,102,68,102,0,21,0,11,0.076388889,21,21,1428,5712,18693.81818,74775.27273
Trifolium dubium,14/06/2012,16:15,royate fort garden,grassland,single globular raceme,2012,5,260,104,260,0,19,0,21,0.145833333,19,19,1976,11856,13549.71429,81298.28571
Trifolium pratense,20/06/2011,10:30,ashton court,grassland nature reserve,single globular raceme,2011,1,3,5,2,0,16,13,4,0.027777778,16,29,80,290,2880,10440
Trifolium pratense,20/06/2011,10:30,ashton court,grassland nature reserve,single globular raceme,2011,2,3,6,2,4,16,9,5,0.034722222,16,29,96,319,2764.8,9187.2
Trifolium pratense,20/06/2011,10:30,ashton court,grassland nature reserve,single globular raceme,2011,3,13,11,11,27,44,3,14,0.097222222,44,74,484,2590,4978.285714,26640
Trifolium pratense,20/06/2011,10:30,ashton court,grassland nature reserve,single globular raceme,2011,4,5,5,11,11,42,9,9,0.0625,42,62,210,1302,3360,20832
Trifolium pratense,20/06/2011,10:30,ashton court,grassland nature reserve,single globular raceme,2011,5,13,12,4,22,24,7,8,0.055555556,24,53,288,1537,5184,27666
Trifolium pratense,24/05/2011,15:15,brandon hill,grassland nature reserve,single globular raceme,2011,1,0,17,4,1,17,18,8,0.055555556,17,36,289,756,5202,13608
Trifolium pratense,24/05/2011,15:15,brandon hill,grassland nature reserve,single globular raceme,2011,2,6,9,2,22,12,10,3,0.020833333,12,44,108,748,5184,35904
Trifolium pratense,24/05/2011,15:15,brandon hill,grassland nature reserve,single globular raceme,2011,3,6,7,0,29,32,12,7,0.048611111,32,73,224,949,4608,19522.28571
Trifolium pratense,24/05/2011,15:15,brandon hill,grassland nature reserve,single globular raceme,2011,4,18,12,5,26,23,6,15,0.104166667,23,55,276,1925,2649.6,18480
Trifolium pratense,24/05/2011,15:15,brandon hill,grassland nature reserve,single globular raceme,2011,5,3,26,5,0,15,35,14,0.097222222,15,50,390,1700,4011.428571,17485.71429
Trifolium repens,20/06/2011,11:30,ashton court,grassland nature reserve,single globular raceme,2011,1,0,10,7,26,28,0,8,0.055555556,28,54,280,918,5040,16524
Trifolium repens,20/06/2011,11:30,ashton court,grassland nature reserve,single globular raceme,2011,2,0,15,14,0,32,0,10,0.069444444,32,32,480,928,6912,13363.2
Trifolium repens,20/06/2011,11:30,ashton court,grassland nature reserve,single globular raceme,2011,3,0,2,1,0,14,31,2,0.013888889,14,45,28,135,2016,9720
Trifolium repens,20/06/2011,11:30,ashton court,grassland nature reserve,single globular raceme,2011,4,0,11,0,0,26,12,8,0.055555556,26,38,286,418,5148,7524
Trifolium repens,20/06/2011,11:30,ashton court,grassland nature reserve,single globular raceme,2011,5,0,7,3,8,25,6,3,0.020833333,25,39,175,390,8400,18720
Trifolium repens,08/06/2011,10:30,brandon hill,grassland nature reserve,single globular raceme,2011,1,1,8,3,25,12,18,9,0.0625,12,55,96,660,1536,10560
Trifolium repens,08/06/2011,10:30,brandon hill,grassland nature reserve,single globular raceme,2011,2,0,11,5,11,29,16,5,0.034722222,29,56,319,896,9187.2,25804.8
Trifolium repens,08/06/2011,10:30,brandon hill,grassland nature reserve,single globular raceme,2011,3,5,27,5,10,19,18,28,0.194444444,19,47,513,1739,2638.285714,8943.428571
Trifolium repens,08/06/2011,10:30,brandon hill,grassland nature reserve,single globular raceme,2011,4,3,27,6,23,25,6,19,0.131944444,25,54,675,1944,5115.789474,14733.47368
Trifolium repens,08/06/2011,10:30,brandon hill,grassland nature reserve,single globular raceme,2011,5,14,26,1,8,17,13,21,0.145833333,17,38,442,1558,3030.857143,10683.42857
Ulex europaeus,15/05/2012,11:00,ashton court-nature reserve,grassland,single flower,2012,1,75,165,2600,0,1,0,33,0.229166667,1,1,165,2840,720,12392.72727
Ulex europaeus,15/05/2012,11:00,ashton court-nature reserve,grassland,single flower,2012,2,42,120,1100,0,1,0,27,0.1875,1,1,120,1262,640,6730.666667
Ulex europaeus,15/05/2012,11:00,ashton court-nature reserve,grassland,single flower,2012,3,30,90,360,0,1,0,22,0.152777778,1,1,90,480,589.0909091,3141.818182
Ulex europaeus,15/05/2012,11:00,ashton court-nature reserve,grassland,single flower,2012,4,72,140,400,0,1,0,31,0.215277778,1,1,140,612,650.3225806,2842.83871
Ulex europaeus,15/05/2012,11:00,ashton court-nature reserve,grassland,single flower,2012,5,80,210,2100,0,1,0,32,0.222222222,1,1,210,2390,945,10755
Ulex gallii,21/09/2011,11:30,dolebury warren,dwarf shrub heath,single flower,2011,1,229,30,76,0,1,0,35,0.243055556,1,1,30,335,123.4285714,1378.285714
Ulex gallii,21/09/2011,11:30,dolebury warren,dwarf shrub heath,single flower,2011,2,89,17,24,0,1,0,35,0.243055556,1,1,17,130,69.94285714,534.8571429
Ulex gallii,21/09/2011,11:30,dolebury warren,dwarf shrub heath,single flower,2011,3,390,97,22,0,1,0,32,0.222222222,1,1,97,509,436.5,2290.5
Ulex gallii,21/09/2011,11:30,dolebury warren,dwarf shrub heath,single flower,2011,4,400,65,120,0,1,0,35,0.243055556,1,1,65,585,267.4285714,2406.857143
Ulex gallii,21/09/2011,11:30,dolebury warren,dwarf shrub heath,single flower,2011,5,260,152,100,0,1,0,35,0.243055556,1,1,152,512,625.3714286,2106.514286
Ulex gallii,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,1,720,6,0,0,1,0,19,0.131944444,1,1,6,726,45.47368421,5502.315789
Ulex gallii,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,2,648,16,0,0,1,0,24,0.166666667,1,1,16,664,96,3984
Ulex gallii,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,3,330,66,0,0,1,0,7,0.048611111,1,1,66,396,1357.714286,8146.285714
Ulex gallii,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,4,981,21,0,0,1,0,17,0.118055556,1,1,21,1002,177.8823529,8487.529412
Ulex gallii,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,5,2592,232,106,0,1,0,19,0.131944444,1,1,232,2930,1758.315789,22206.31579
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,1,2,2,9,0,1,0,34,0.236111111,1,1,2,13,8.470588235,55.05882353
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,1,7,6,65,0,1,0,32,0.222222222,1,1,6,78,27,351
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,2,37,61,22,0,1,0,32,0.222222222,1,1,61,120,274.5,540
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,2,8,32,37,0,1,0,31,0.215277778,1,1,32,77,148.6451613,357.6774194
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,3,12,17,67,0,1,0,36,0.25,1,1,17,96,68,384
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,3,8,22,76,0,1,0,36,0.25,1,1,22,106,88,424
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,4,4,1,41,0,1,0,36,0.25,1,1,1,46,4,184
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,4,16,66,87,0,1,0,36,0.25,1,1,66,169,264,676
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,5,26,288,52,0,1,0,36,0.25,1,1,288,366,1152,1464
Vaccinium myrtillus,28/05/2012,13:30,edale-peak district,heathland-moorland,single flower,2012,5,3,33,72,0,1,0,28,0.194444444,1,1,33,108,169.7142857,555.4285714
Vaccinium vitis-idaea,09/08/2012,12:00,brecon beacons,heathland,single flower,2012,1,102,3,0,0,1,0,5,0.034722222,1,1,3,105,86.4,3024
Vaccinium vitis-idaea,09/08/2012,12:00,brecon beacons,heathland,single flower,2012,2,72,2,11,0,1,0,21,0.145833333,1,1,2,85,13.71428571,582.8571429
Vaccinium vitis-idaea,09/08/2012,12:00,brecon beacons,heathland,single flower,2012,3,155,6,0,0,1,0,13,0.090277778,1,1,6,161,66.46153846,1783.384615
Vaccinium vitis-idaea,09/08/2012,12:00,brecon beacons,heathland,single flower,2012,4,75,5,5,0,1,0,11,0.076388889,1,1,5,85,65.45454545,1112.727273
Vaccinium vitis-idaea,09/08/2012,12:00,brecon beacons,heathland,single flower,2012,5,75,8,45,0,1,0,28,0.194444444,1,1,8,128,41.14285714,658.2857143
Veronica chamaedrys,08/05/2012,14:15,woodland road,grassland,single flower,2012,1,16,6,1,0,1,0,1,0.006944444,1,1,6,23,864,3312
Veronica chamaedrys,08/05/2012,14:15,woodland road,grassland,single flower,2012,2,23,9,2,0,1,0,1,0.006944444,1,1,9,34,1296,4896
Veronica chamaedrys,08/05/2012,14:15,woodland road,grassland,single flower,2012,3,38,10,2,0,1,0,3,0.020833333,1,1,10,50,480,2400
Veronica chamaedrys,08/05/2012,14:15,woodland road,grassland,single flower,2012,4,35,7,0,0,1,0,3,0.020833333,1,1,7,42,336,2016
Veronica chamaedrys,08/05/2012,14:15,woodland road,grassland,single flower,2012,5,39,6,3,0,1,0,2,0.013888889,1,1,6,48,432,3456
Veronica persica,11/09/2012,12:50,farm-rodmasfer,cultivated farm land,single flower,2012,1,9,2,54,0,1,0,1,0.006944444,1,1,2,65,288,9360
Veronica persica,11/09/2012,12:50,farm-rodmasfer,cultivated farm land,single flower,2012,2,10,1,39,0,1,0,1,0.006944444,1,1,1,50,144,7200
Veronica persica,11/09/2012,12:50,farm-rodmasfer,cultivated farm land,single flower,2012,3,10,1,30,0,1,0,1,0.006944444,1,1,1,41,144,5904
Veronica persica,11/09/2012,12:50,farm-rodmasfer,cultivated farm land,single flower,2012,4,6,1,45,0,1,0,1,0.006944444,1,1,1,52,144,7488
Veronica persica,11/09/2012,12:50,farm-rodmasfer,cultivated farm land,single flower,2012,5,6,4,22,0,1,0,1,0.006944444,1,1,4,32,576,4608
Veronica persica,28/06/2012,12:00,pill allotments,allotments,single flower,2012,1,45,12,60,0,1,0,2,0.013888889,1,1,12,117,864,8424
Veronica persica,28/06/2012,12:00,pill allotments,allotments,single flower,2012,2,15,3,15,0,1,0,1,0.006944444,1,1,3,33,432,4752
Veronica persica,28/06/2012,12:00,pill allotments,allotments,single flower,2012,3,65,14,112,0,1,0,1,0.006944444,1,1,14,191,2016,27504
Veronica persica,28/06/2012,12:00,pill allotments,allotments,single flower,2012,4,84,22,210,0,1,0,3,0.020833333,1,1,22,316,1056,15168
Veronica persica,28/06/2012,12:00,pill allotments,allotments,single flower,2012,5,20,6,24,0,1,0,1,0.006944444,1,1,6,50,864,7200
Veronica serpyllifolia,01/06/2012,10:30,river frome,woodland-grassland,single flower,2012,1,11,5,72,0,1,0,1,0.006944444,1,1,5,88,720,12672
Veronica serpyllifolia,01/06/2012,10:30,river frome,woodland-grassland,single flower,2012,2,12,5,68,0,1,0,1,0.006944444,1,1,5,85,720,12240
